id,feature,fc,pval,qval,chr,strand,start,end,t_name,num_exons,length,gene_id,gene_name,cov.NPLL32,FPKM.NPLL32,cov.NPLL34,FPKM.NPLL34,cov.NPLL44,FPKM.NPLL44,cov.NPLL46,FPKM.NPLL46,cov.NPLL56,FPKM.NPLL56,cov.NPLL61,FPKM.NPLL61,cov.NPSL15,FPKM.NPSL15,cov.NPSL24,FPKM.NPSL24,cov.NPSL29,FPKM.NPSL29,cov.NPSL36,FPKM.NPSL36,cov.NPSL50,FPKM.NPSL50,cov.NPSL58,FPKM.NPSL58,cov.PLL20,FPKM.PLL20,cov.PLL31,FPKM.PLL31,cov.PLL43,FPKM.PLL43,cov.PLL55,FPKM.PLL55,cov.PLL59,FPKM.PLL59,cov.PLL62,FPKM.PLL62,cov.PSL13,FPKM.PSL13,cov.PSL16,FPKM.PSL16,cov.PSL35,FPKM.PSL35,cov.PSL49,FPKM.PSL49,cov.PSL53,FPKM.PSL53,cov.PSL63,FPKM.PSL63
15075,transcript,1.92495607803549,0.00154960173266872,0.389744915561346,NC_052312.1,-,24532622,24532704,gene-LOC120050169,1,82,gene-LOC120050169,LOC120050169,0,0,0,0,0.317073,0.220498,0,0,0,0,0,0,0.317073,2.172714,0.439024,1.689181,0.317073,0.775739,0.341463,0.852233,0,0,0.426829,0.367314,0,0,0,0,0,0,0.414634,1.091854,0,0,0.804878,1.676014,0.231707,0.466205,1.337398,2.336666,0.987805,2.149413,1.146341,3.870643,0.695122,1.257466,2.337399,4.401275
15124,transcript,0.988282919922607,0.0175198209613819,0.476055536480483,NC_052312.1,-,26695352,26774239,rna-XM_038995560.1,24,3235,gene-LOC120049309,LOC120049309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033385,0.02873,0.033076,0.060686,0,0,0,0,0,0,0,0,0.022257,0.046346,0,0,0,0,0,0,0,0,0,0,0,0
15143,transcript,2.40478658221024,0.0249078464772672,0.511483318935503,NC_052312.1,-,28357163,28363551,rna-XM_038996294.1,10,1715,gene-LOC120049839,LOC120049839,0.011614,0.030589,1.192306,4.075149,0.122554,0.085226,0.015449,0.046752,0.049201,0.149175,0.013456,0.030178,2.954472,20.245254,0.040941,0.157524,0.016363,0.040033,1.459261,3.642065,0.499111,2.382637,0.014219,0.012236,0,0,0,0,0.023623,0.044379,0.04412,0.116181,0.02286,0.065689,0.213729,0.445052,4.511882,9.078114,0.014021,0.024497,2.478864,5.393881,2.118781,7.154106,0.015564,0.028155,0,0
15146,transcript,0.78769937495739,0.00870559735662901,0.422886854334182,NC_052312.1,-,28371124,28377529,rna-XM_038996296.1,2,4939,gene-LOC120049840,LOC120049840,0.104778,0.275967,0.112675,0.385109,1.00162,0.696542,0.058109,0.175851,0.123102,0.373238,0.270804,0.607342,0.021462,0.147066,0.103462,0.398079,0.253999,0.621425,0.06884,0.171813,0.040089,0.191375,0.489978,0.421658,1.718364,3.152735,0.218668,0.515861,0.094554,0.177632,0.090684,0.238798,0.14922,0.428792,1.430047,2.977816,0.261186,0.525518,0.986941,1.724357,0.209253,0.455324,0.11561,0.390359,0.619356,1.120406,0.214618,0.404121
15155,transcript,0.970703181267061,0.00303011218314253,0.389744915561346,NC_052312.1,-,29707327,29833630,rna-XM_038995316.1,38,9909,gene-LOC120049060,LOC120049060,0,0,0,0,0.032496,0.022598,0,0,0.007266,0.02203,0.018165,0.040739,0,0,0,0,0.016349,0.039999,0.014532,0.036269,0,0,0.02178,0.018743,0.079726,0.146276,0.014532,0.034283,0.018165,0.034125,0.014532,0.038267,0,0,0.032698,0.068088,0.00545,0.010966,0.018165,0.031737,0,0,0,0,0.010899,0.019716,0,0
15166,transcript,0.923475377941879,0.0139026373071939,0.45761330047682,NC_052312.1,-,30290238,30314310,rna-XM_038996303.1,14,3837,gene-LOC120049847,LOC120049847,0.065676,0.172979,0.117019,0.399956,0.329489,0.229132,0.075059,0.227146,0.056294,0.17068,0.167709,0.376127,0.036487,0.250024,0.075059,0.288796,0.143341,0.350693,0.037008,0.092366,0.037008,0.176667,0.257979,0.222008,0.279385,0.512596,0.090212,0.21282,0.102424,0.192417,0.060985,0.160591,0.115824,0.332827,0.290066,0.60401,0.089132,0.179338,0.140735,0.245888,0.078922,0.17173,0.112327,0.379274,0.122231,0.221114,0.088872,0.167344
15172,transcript,1.27823607785271,0.00806172226614521,0.419715179487511,NC_052312.1,-,30346573,30358160,rna-XM_038996308.1,8,1745,gene-LOC120049851,LOC120049851,197.454163,520.060697,155.632355,531.931475,736.483398,512.162258,251.257416,760.363732,207.182785,628.166165,258.845245,580.522048,108.463623,743.237249,164.199051,631.769514,243.141373,594.860766,227.352722,567.433421,134.212616,640.699119,1396.174683,1201.498484,192.580338,353.333057,248.567902,586.397635,307.146729,577.014805,187.783096,494.488269,219.268753,630.081049,156.963882,326.849062,271.785095,546.844078,285.492706,498.805119,268.206848,583.60433,185.19075,625.300274,274.296875,496.199124,375.568481,707.187895
1526,transcript,0.848875004051378,0.000424686770547522,0.389744915561346,NC_052307.1,+,51708013,51739042,rna-XM_039003673.1,14,3176,gene-LOC120055734,LOC120055734,0,0,0,0,0.262437,0.182503,0,0,0,0,0.034005,0.076264,0,0,0,0,0,0,0,0,0,0,0.02267,0.019509,0.462059,0.847754,0,0,0,0,0,0,0.044081,0.126669,0.274244,0.571064,0,0,0.034005,0.059413,0,0,0,0,0.017003,0.030758,0,0
15278,transcript,0.983145617309599,0.0472795696501062,0.515925897533522,NC_052312.1,+,33073610,33097360,rna-XM_038995325.1,8,4538,gene-LOC120049077,LOC120049077,0,0,0,0,0.040657,0.028274,0,0,0,0,0.0119,0.026689,0,0,0,0,0.007933,0.019409,0,0,0,0,0.027766,0.023894,0.043632,0.080053,0,0,0,0,0.0119,0.031336,0.027766,0.079787,0.025121,0.05231,0.015866,0.031923,0.0119,0.020791,0.011711,0.025483,0,0,0.0119,0.021527,0.010577,0.019916
15292,transcript,1.25666338126673,0.00549822785392562,0.397674078319913,NC_052312.1,+,34019190,34025967,gene-LOC120049342,8,1758,gene-LOC120049342,LOC120049342,0.112628,0.296643,0.102389,0.349953,0.142491,0.099091,0,0,0.122582,0.371662,0.040956,0.091854,0.037543,0.25726,0.267728,1.030106,0.090918,0.222437,0.135154,0.337321,0,0,0.728428,0.626859,0,0,0,0,0,0,0,0,0.027304,0.07846,0,0,0.060296,0.121318,0.366325,0.640033,0.388794,0.845996,0.074706,0.252246,0.158134,0.286062,0.195222,0.367599
15295,transcript,0.977639098253302,0.0197054746920142,0.492088775860804,NC_052312.1,-,34148366,34221698,rna-XM_038995327.1,16,4804,gene-LOC120049081,LOC120049081,0,0,0,0,0.011241,0.007817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052456,0.096243,0,0,0,0,0,0,0,0,0.063697,0.132638,0,0,0.022481,0.039278,0,0,0,0,0.036636,0.066274,0,0
153,transcript,1.04860564074588,0.0479013021378261,0.515925897533522,NC_052307.1,-,7120126,7412811,rna-XM_038987844.1,17,5714,gene-si:ch73-72b7.1,si:ch73-72b7.1,0.050228,0.132292,0.068603,0.234476,0.094252,0.065544,0.037627,0.113868,0.012601,0.038205,0.069128,0.155036,0.050403,0.345382,0.037802,0.145446,0.075604,0.18497,0.056703,0.141521,0.031502,0.150383,0.251313,0.216271,0.068778,0.126189,0.044102,0.104041,0.055653,0.104551,0.025201,0.066362,0,0,0.088029,0.183305,0.043752,0.088031,0.119706,0.209147,0.081729,0.177838,0.044102,0.148911,0.080679,0.145947,0.069303,0.130496
15322,transcript,1.09274843828339,0.0287036016087239,0.515925897533522,NC_052312.1,+,35208700,35245072,rna-XM_038996402.1,14,4534,gene-LOC120049907,LOC120049907,0.221879,0.584392,0.118438,0.404806,0.364579,0.253534,0.11502,0.348077,0.07146,0.216663,0.13487,0.302478,0.05161,0.353653,0.11094,0.426851,0.138288,0.33833,0.205668,0.513312,0.126158,0.602248,0.691773,0.595315,0.201809,0.370265,0.23423,0.552573,0.169938,0.31925,0.094839,0.249739,0.06738,0.19362,0.25397,0.528847,0.17446,0.351022,0.20891,0.365002,0.273489,0.595098,0.193097,0.651996,0.331716,0.600069,0.281319,0.529718
1534,transcript,0.975882743760465,0.00135522355874262,0.389744915561346,NC_052307.1,-,52243845,52253266,rna-XM_038990201.1,20,3043,gene-LOC120045303,LOC120045303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054007,0.099088,0,0,0,0,0,0,0,0,0.043214,0.089985,0,0,0,0,0,0,0,0,0,0,0,0
15365,transcript,0.858157792857374,0.0381722261871817,0.515925897533522,NC_052312.1,-,35667651,35673110,rna-XM_038995621.1,11,2549,gene-LOC120049355,LOC120049355,0.0561,0.147758,0.106816,0.365083,0.528443,0.367488,0,0,0,0,0.369753,0.829259,0,0,0,0,0.193213,0.472708,0.048361,0.120701,0,0,0.278332,0.239523,0.573362,1.051965,0.081688,0.192711,0.04237,0.079598,0,0,0,0,0.432383,0.90036,0.20204,0.406514,0.408003,0.712852,0.070616,0.153657,0,0,0.133778,0.242002,0.065686,0.123685
15371,transcript,0.831080969483129,0.0461637833544153,0.515925897533522,NC_052312.1,-,35874396,35886114,rna-XM_038995622.1,21,2715,gene-LOC120049356,LOC120049356,0,0,0.026519,0.090639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256538,0.470678,0.026519,0.062561,0,0,0.0593,0.156154,0,0,1.154029,2.403058,0,0,0.13849,0.241966,0,0,0,0,0.383057,0.692945,0,0
15423,transcript,1.99852506082088,0.0183151919553639,0.483520466126472,NC_052312.1,+,36883653,36885355,rna-XM_038995351.1,3,687,gene-pmch,pmch,2.200873,5.796725,0,0,0.559818,0.389306,0,0,0,0,0,0,0.784571,5.376202,1.010189,3.886786,0.58776,1.437992,3.368291,8.406677,0,0,2.778496,2.391075,0,0,0,0,1.201497,2.257167,0,0,0.209976,0.603378,0,0,0,0,0,0,0,0,0.366812,1.238548,1.117904,2.022272,0.608624,1.146027
15427,transcript,0.981004125958319,0.011972432410118,0.44628425200914,NC_052312.1,-,36916027,36926752,rna-XM_038996466.1,11,2373,gene-LOC120049945,LOC120049945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045512,0.083502,0,0,0,0,0,0,0,0,0.045512,0.094771,0,0,0,0,0.030341,0.06602,0,0,0,0,0,0
15451,transcript,0.972155949436602,0.000201339051389859,0.389744915561346,NC_052312.1,+,37207009,37237758,rna-XM_038995354.1,20,4972,gene-LOC120049111,LOC120049111,0,0,0,0,0.028962,0.020141,0,0,0,0,0.021722,0.048717,0,0,0,0,0,0,0,0,0,0,0.014481,0.012462,0.050684,0.092991,0,0,0,0,0,0,0,0,0.046762,0.097373,0,0,0.010861,0.018976,0,0,0,0,0,0,0,0
15452,transcript,1.71397065213978,0.0320469730890277,0.515925897533522,NC_052312.1,+,37240558,37241959,rna-XM_038995637.1,4,581,gene-LOC120049369,LOC120049369,37.423409,98.566897,31.423409,107.401191,39.41394,27.40908,31.211704,94.453919,26.983648,81.812853,14.521515,32.567952,12.840792,87.990376,20.921686,80.497928,12.707401,31.089461,43.76334,109.225795,28.781412,137.395618,129.697067,111.612702,6.612737,12.132592,52.9105,124.821394,44.871773,84.297422,41.608433,109.567274,17.586058,50.534523,4.860585,10.121294,14.476764,29.127913,20.980207,36.656049,25.034424,54.473621,40.740101,137.559766,54.058521,97.791091,49.552494,93.306349
15456,transcript,0.991604442939039,0.00139712468855957,0.389744915561346,NC_052312.1,+,37325941,37334584,rna-XM_038996490.1,23,4698,gene-LOC120049958,LOC120049958,0,0,0,0,0.010217,0.007105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015326,0.028119,0,0,0,0,0,0,0,0,0.015326,0.031914,0,0,0,0,0,0,0,0,0,0,0,0
15459,transcript,1.75926556141293,0.0394382245818456,0.515925897533522,NC_052312.1,-,37434857,37436388,id-LOC120049113,3,702,gene-LOC120049113,LOC120049113,0.41429,1.091169,1.305321,4.46142,4.902148,3.409032,1.645558,4.979844,0.616029,1.867764,0.221429,0.496607,0.613669,4.205112,0.53488,2.057995,0.339023,0.829441,4.436303,11.072252,3.797542,18.128563,2.733485,2.35234,0.17383,0.318931,0.315812,0.745033,1.551569,2.914823,2.51088,6.611887,0.579786,1.666048,0.015812,0.032926,1.577879,3.174765,0.806819,1.409652,0.469323,1.021223,2.515891,8.494956,0.668889,1.210011,0.769163,1.448318
15460,transcript,0.869150255869761,0.0265399421729502,0.515925897533522,NC_052312.1,+,37460622,37466559,rna-XM_038996491.1,7,2939,gene-LOC120049959,LOC120049959,0.085403,0.224937,0.036662,0.125306,0.792812,0.551334,0.039809,0.120471,0.045934,0.139269,0.387723,0.869561,0,0,0.073154,0.281466,0.28343,0.693429,0.067001,0.167223,0.057843,0.276129,0.382783,0.329409,0.713179,1.308491,0.122491,0.288969,0.060905,0.114418,0.124328,0.327392,0.101905,0.29283,0.599362,1.248064,0.179993,0.362154,0.596376,1.041972,0.168822,0.367348,0.055971,0.188987,0.327152,0.591813,0.085743,0.161452
15461,transcript,0.882051989918465,0.036279679638679,0.515925897533522,NC_052312.1,+,37466894,37471467,rna-XM_038996492.1,7,3303,gene-LOC120049961,LOC120049961,0.12413,0.326937,0.18347,0.627077,0.826292,0.574617,0.140478,0.425119,0.065395,0.198274,0.346988,0.778203,0.021798,0.149369,0.075992,0.292386,0.199516,0.488129,0.174084,0.434484,0.098093,0.468273,0.563276,0.484735,0.798829,1.465636,0.103239,0.243552,0.217378,0.408373,0.215985,0.568752,0.059946,0.172258,0.34181,0.711758,0.29125,0.586008,0.455495,0.795829,0.119891,0.260877,0.054496,0.184007,0.298214,0.539465,0.168635,0.317536
15473,transcript,0.827589878952486,0.0334585130800074,0.515925897533522,NC_052312.1,+,37991176,37996133,rna-XM_038996511.1,9,2090,gene-LOC120049966,LOC120049966,4.232679,11.148157,3.658277,12.503523,12.356362,8.59281,2.848708,8.620857,2.849282,8.638857,5.107656,11.455134,1.19378,8.18027,1.870383,7.196454,5.260527,12.870212,3.250479,8.112638,1.537321,7.338805,5.857751,5.040973,8.331053,15.285239,3.517512,8.298178,3.844354,7.222116,2.684306,7.068569,2.787739,8.010724,5.435023,11.317458,3.906316,7.859687,6.898899,12.053569,6.087704,13.246531,1.584211,5.34912,5.502823,9.954528,4.450861,8.380882
15478,transcript,0.887921732988229,0.0445282505718665,0.515925897533522,NC_052312.1,-,37996600,38027981,rna-XM_038996505.1,26,3904,gene-LOC120049964,LOC120049964,0,0,0,0,0.473108,0.329007,0,0,0,0,0.028422,0.063743,0,0,0,0,0,0,0,0,0,0,0.063888,0.05498,0.575244,1.055418,0,0,0,0,0,0,0.027392,0.078712,0.019739,0.041103,0.055544,0.111757,0.032709,0.057148,0,0,0,0,0,0,0,0
15516,transcript,0.957990312413835,0.0253392886523918,0.513058274199416,NC_052312.1,-,39361828,39401966,rna-XM_038996525.1,12,4715,gene-LOC120049975,LOC120049975,0.042842,0.112839,0.058028,0.198332,0.104454,0.072639,0.035122,0.106287,0.016797,0.050928,0.061082,0.136991,0,0,0.01824,0.07018,0.074613,0.182545,0.059682,0.148956,0.011453,0.054674,0.116607,0.100348,0.142312,0.261104,0.08017,0.189129,0.032577,0.0612,0.061082,0.160847,0.019852,0.057046,0.102248,0.212913,0.041994,0.084494,0.068293,0.11932,0.071007,0.154508,0.036649,0.123746,0.049629,0.089778,0.065663,0.123642
15540,transcript,0.785135271285095,0.00435943166205655,0.389744915561346,NC_052312.1,+,39594804,39618884,rna-XM_038996549.1,15,4643,gene-LOC120049988,LOC120049988,0.202001,0.532036,0.195025,0.66657,1.32337,0.920293,0.147376,0.445994,0.193194,0.585753,0.778419,1.74579,0.049871,0.341737,0.194486,0.748301,0.245628,0.600944,0.176765,0.441175,0.061749,0.294775,1.20452,1.036567,1.566286,2.873713,0.265745,0.62692,0.217891,0.409336,0.169072,0.445216,0.421818,1.212118,1.274083,2.653049,0.351335,0.706902,1.033347,1.805436,0.485674,1.056802,0.170472,0.575602,0.414299,0.749461,0.412788,0.777272
1556,transcript,0.925099114208155,0.045546133175891,0.515925897533522,NC_052307.1,+,52761379,52776384,rna-XM_038990317.1,6,8362,gene-LOC120045421,LOC120045421,0.027984,0.073705,0.012916,0.044145,0.411325,0.286042,0.027984,0.084686,0.019373,0.058738,0.065295,0.14644,0.03205,0.21962,0.010763,0.041412,0.056219,0.137543,0.021526,0.053725,0.025712,0.122743,0.079096,0.068067,0.471,0.864158,0.023679,0.055861,0.021287,0.03999,0.066491,0.17509,0.017221,0.049486,0.262178,0.545939,0.120545,0.242542,0.250797,0.438186,0.112772,0.245386,0.012916,0.043611,0.163119,0.29508,0.038747,0.07296
15569,transcript,0.945371951343716,0.0099147640589865,0.426030386301728,NC_052312.1,+,40114281,40127511,rna-XM_038996572.1,8,3328,gene-LOC120049999,LOC120049999,0.021635,0.056983,0.059495,0.203346,0.048678,0.033851,0,0,0,0,0.069862,0.156682,0,0,0,0,0.016226,0.039698,0,0,0,0,0.021635,0.018618,0.027043,0.049617,0.016226,0.038279,0.016076,0.030201,0.037697,0.099267,0,0,0.086538,0.1802,0.021635,0.043531,0,0,0.032302,0.070287,0,0,0.048678,0.088058,0,0
15579,transcript,1.52228692599388,0.0313951589347,0.515925897533522,NC_052312.1,+,40298985,40300936,id-LOC120049129,3,684,gene-LOC120049129,LOC120049129,0.135051,0.355701,0.911899,3.116754,2.266834,1.576392,0.942187,2.851278,0.453683,1.37554,0.252144,0.565493,0.373169,2.557107,0.408459,1.57158,0.22885,0.559896,2.220864,5.542896,0.731268,3.4909,0.952487,0.819677,0.064795,0.118881,0.085568,0.201864,0.31486,0.591505,0.378502,0.996707,0.084566,0.243005,0,0,1.054031,2.120759,0.720823,1.259402,0.284448,0.618944,0.332519,1.122757,0.563223,1.018862,0.256572,0.48312
15581,transcript,1.39375917337969,0.0343142798099799,0.515925897533522,NC_052312.1,+,40303225,40306631,id-LOC120049130,3,393,gene-LOC120049130,LOC120049130,0.241462,0.63597,0.711938,2.433313,1.572657,1.093651,0.446325,1.350684,0.376763,1.142324,0.128099,0.287292,0.124391,0.852378,0.281673,1.08376,0.181934,0.445113,1.749138,4.365549,0.533442,2.546525,1.074267,0.924476,0.109033,0.200046,0,0,0.553585,1.039981,0.333883,0.879212,0.093639,0.269077,0,0,0.712323,1.433227,0.381357,0.666297,0.183279,0.398806,0.518035,1.749156,0.37682,0.681662,0.238943,0.449925
15582,transcript,1.41442617299628,0.0342605013847818,0.515925897533522,NC_052312.1,+,40319269,40321777,id-LOC120049132,3,634,gene-LOC120049132,LOC120049132,0.260269,0.685504,0.59432,2.03131,2.318006,1.611978,0.781997,2.366506,0.34146,1.035287,0.172899,0.387767,0.277204,1.899516,0.24137,0.928691,0.119536,0.292452,1.961154,4.894704,0.666851,3.183388,1.027016,0.883814,0.072953,0.133849,0.169901,0.400814,0.58861,1.10578,0.368111,0.969345,0.121203,0.348284,0.025777,0.053676,1.132727,2.279099,0.430352,0.751899,0.214751,0.467287,0.488909,1.650811,0.531776,0.961975,0.175928,0.331269
15583,transcript,1.55187634005266,0.0261881500292673,0.515925897533522,NC_052312.1,+,40340363,40342649,id-LOC120049133,3,720,gene-LOC120049133,LOC120049133,0.223001,0.587347,1.035403,3.538875,2.355199,1.637843,1.045752,3.16469,0.776675,2.354833,0.313034,0.702053,0.344985,2.363979,0.590152,2.270659,0.373915,0.914807,3.004575,7.498904,0.949043,4.530506,1.412777,1.215786,0.147282,0.270223,0.149866,0.35355,0.655681,1.231781,0.419817,1.105502,0.153115,0.439985,0.05256,0.109447,0.819979,1.649835,0.959226,1.675934,0.319002,0.694132,0.598522,2.020922,0.924437,1.672293,0.334404,0.629676
15584,transcript,1.37501491504096,0.0388197537214997,0.515925897533522,NC_052312.1,+,40349559,40352653,id-LOC120049134,3,411,gene-LOC120049134,LOC120049134,0.213945,0.563495,0.714385,2.441677,1.556337,1.082301,0.452568,1.369577,0.31905,0.967341,0.11373,0.255067,0.101425,0.695006,0.277892,1.069213,0.190998,0.467289,1.656521,4.134392,0.493778,2.357179,1.068922,0.919876,0.096411,0.176888,0,0,0.521222,0.979183,0.328019,0.863771,0.089538,0.257292,0.029788,0.062028,0.672611,1.353324,0.405502,0.708482,0.166979,0.363338,0.504065,1.701986,0.376762,0.681557,0.228479,0.430221
15585,transcript,1.41147678270209,0.033806228230039,0.515925897533522,NC_052312.1,+,40365187,40367695,id-LOC120049135,3,634,gene-LOC120049135,LOC120049135,0.24355,0.641469,0.578232,1.976323,2.356688,1.638878,0.771079,2.333465,0.358337,1.086457,0.167378,0.375385,0.254492,1.743884,0.263925,1.015473,0.136255,0.333356,1.952623,4.873412,0.655179,3.127669,1.02547,0.882483,0.078579,0.144171,0.164292,0.387582,0.58861,1.10578,0.33972,0.894583,0.126881,0.3646,0.020099,0.041853,1.099036,2.211311,0.390762,0.682729,0.214751,0.467287,0.51036,1.723241,0.498495,0.90177,0.153215,0.288501
15586,transcript,1.53132222778283,0.0375018890382997,0.515925897533522,NC_052312.1,+,40381742,40384276,id-LOC120049136,3,661,gene-LOC120049136,LOC120049136,0.533613,1.405446,1.048774,3.584575,3.031535,2.108178,0.984026,2.977893,0.719343,2.181006,0.284495,0.638048,0.285304,1.95502,0.328937,1.265612,0.33365,0.816296,3.832991,9.566488,1.016631,4.853155,1.692657,1.456641,0.132855,0.243753,0.188313,0.44425,0.966706,1.816082,0.461987,1.216548,0.123514,0.354924,0.047554,0.099023,1.138686,2.291088,1.121893,1.960141,0.359283,0.781781,0.862127,2.910989,0.808239,1.462093,0.240105,0.452113
15590,transcript,0.670331205960337,0.0089851295903185,0.424082500155177,NC_052312.1,+,40446840,40459368,rna-XM_038996582.1,13,3132,gene-LOC120050009,LOC120050009,1.21408,3.19768,1.57152,5.371254,2.950351,2.051721,0.814017,2.463406,1.31242,3.979181,1.853289,4.156442,0.211845,1.451649,0.791515,3.04542,0.930613,2.276804,0.472542,1.179384,0.287356,1.371769,0.543742,0.467925,1.331418,2.442793,0.499681,1.1788,0.582854,1.094967,0.603129,1.588217,0.555875,1.597338,2.217746,4.618057,0.929598,1.870394,1.04023,1.817462,0.921222,2.004532,0.257344,0.868927,1.711845,3.096703,0.37931,0.714233
15602,transcript,1.3820243788967,0.0157069598863682,0.470439051537011,NC_052312.1,+,40529559,40532291,rna-XM_038996596.1,3,2144,gene-LOC120050014,LOC120050014,0.125933,0.331686,0.201026,0.687081,1.395458,0.970424,0.39972,1.209646,0.424673,1.287584,0.277052,0.621355,0.191279,1.310722,0.598414,2.302448,0.20056,0.490683,0.392024,0.978425,0.285448,1.362661,0.478545,0.411819,0.151119,0.277263,0.302239,0.713013,0.583489,1.096159,0.611241,1.609578,0.138759,0.398732,0.049907,0.103922,0.317631,0.639088,0.419776,0.733421,0.71253,1.550429,0.801539,2.706412,0.761322,1.377221,1.471885,2.77153
15622,transcript,1.3900846848261,0.0217731346645971,0.499600095556097,NC_052312.1,-,41129354,41140254,rna-XM_038995663.1,15,2226,gene-LOC120049397,LOC120049397,0.700359,1.844627,0.813342,2.779899,5.84142,4.062216,1.631851,4.938363,2.49124,7.553295,2.738994,6.142846,0.787287,5.394814,2.070755,7.967402,2.330413,5.701503,2.053684,5.125643,0.931042,4.444573,17.640835,15.181078,2.6761,4.909923,2.208221,5.209424,2.796945,5.254422,1.474169,3.881922,2.13522,6.135674,1.721024,3.583723,2.323225,4.674435,2.64735,4.625378,4.07345,8.863618,2.152066,7.266494,4.236073,7.662995,4.339398,8.170999
15626,transcript,0.933466744221782,0.00387359438237544,0.389744915561346,NC_052312.1,+,41141037,41267644,rna-XM_038996617.1,22,4952,gene-LOC120050023,LOC120050023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121613,0.223127,0,0,0,0,0,0,0,0,0.177855,0.370351,0,0,0,0,0,0,0,0,0,0,0,0
1564,transcript,1.30332070519922,0.022759301732154,0.506089123895713,NC_052307.1,+,52982598,53021599,rna-XM_039003722.1,8,1706,gene-LOC120055768,LOC120055768,1.830451,4.821097,1.290739,4.411581,5.669694,3.942795,1.853774,5.609954,1.920281,5.82218,1.596131,3.579704,0.786635,5.390346,1.00762,3.876902,1.459508,3.570779,2.644783,6.600925,1.481243,7.071102,6.091149,5.241827,2.021518,3.708941,2.251172,5.31075,1.9534,3.669714,1.694972,4.463361,0.887303,2.549715,1.766413,3.678237,1.663252,3.346539,2.667351,4.660323,4.282239,9.317932,2.688745,9.078601,3.37401,6.103536,4.506155,8.484999
15660,transcript,0.996773701042456,0.0401031286094755,0.515925897533522,NC_052312.1,-,41966767,41974863,rna-XR_005477155.1,8,6838,gene-LOC120050036,LOC120050036,0,0,0.003711,0.012684,0.002106,0.001465,0,0,0,0,0,0,0,0,0,0,0.002106,0.005152,0,0,0,0,0.002106,0.001812,0.005791,0.010625,0,0,0.003159,0.005935,0,0,0,0,0.006245,0.013004,0,0,0.003159,0.005519,0,0,0,0,0.00329,0.005952,0,0
15690,transcript,0.823597068650877,0.007560558627426,0.418090444961555,NC_052312.1,-,42963179,42969559,rna-XM_038996673.1,16,3541,gene-LOC120050052,LOC120050052,0,0,0.035439,0.121126,0.702078,0.488236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594304,1.090388,0,0,0,0,0.157003,0.413435,0,0,0.489706,1.019725,0,0,0.252084,0.440434,0,0,0.050648,0.171014,0.2926,0.529309,0,0
15697,transcript,0.787793465512837,0.0488675765551898,0.515925897533522,NC_052312.1,-,43060195,43068602,rna-XM_038996678.1,13,2732,gene-LOC120050055,LOC120050055,0.316069,0.832472,0.563873,1.927246,3.332878,2.317736,0.377562,1.142591,0.570278,1.72905,1.166716,2.616638,0.214129,1.4673,0.319546,1.22948,1.017739,2.489963,0.24332,0.607285,0.437958,2.090707,3.015437,2.594978,4.576488,8.396623,1.774524,4.186287,0.303805,0.570737,0.47601,1.253475,0.836432,2.403534,4.137051,8.614665,0.988371,1.988648,3.205719,5.600945,1.648057,3.586087,0.664816,2.244765,1.501325,2.715875,1.198416,2.256593
15703,transcript,0.789020517529077,0.0146881104829343,0.462702875686172,NC_052312.1,-,43140876,43152072,rna-XM_038996682.1,13,1926,gene-LOC120050060,LOC120050060,0.984164,2.592121,1.142783,3.905886,5.633567,3.917672,0.948339,2.869896,0.871236,2.641537,1.695483,3.802524,0.214434,1.46939,0.382918,1.473309,2.119938,5.186563,0.820094,2.046814,0.409657,1.955605,4.043095,3.479344,3.226246,5.919293,1.238837,2.922546,1.216771,2.285861,1.241173,3.268375,1.071521,3.079076,2.419782,5.038761,2.046469,4.11759,2.410955,4.212355,1.902648,4.140064,0.710021,2.3974,1.955608,3.537667,0.985203,1.855117
15736,transcript,1.020425014361,0.0379205815030162,0.515925897533522,NC_052312.1,+,44820617,44826896,rna-XM_038995376.1,2,3910,gene-LOC120049145,LOC120049145,0.013026,0.034308,0.003606,0.012325,0.045132,0.031386,0,0,0.005946,0.018028,0.014118,0.031663,0,0,0.026087,0.100372,0,0,0.009361,0.023363,0.006138,0.029301,0.052856,0.045486,0.011049,0.020272,0,0,0.010128,0.019027,0,0,0,0,0.009207,0.019172,0.025013,0.050327,0.02584,0.045147,0.031899,0.069411,0.006138,0.020725,0.012276,0.022207,0.022404,0.042186
