dmr_id,chrom,start,end,length,n_cpgs,direction,mean_diff,mean_pvalue,min_pvalue,lean_mean,siscowet_mean
DMR_185,NW_024059442.1,5075,5303,228,5,hypo_siscowet,-17.44397,0.02857142857142857,0.02857142857142857,84.303395,66.859425
DMR_186,NW_024059442.1,13587,14268,681,13,hypo_siscowet,-19.964986538461535,0.02869906235895335,0.02857142857142857,65.20790192307692,45.24291538461539
DMR_187,NW_024059442.1,14633,15105,472,15,hypo_siscowet,-25.13701833333333,0.028682044520616717,0.02857142857142857,70.57794333333335,45.440925
DMR_188,NW_024059442.1,15377,15890,513,16,hypo_siscowet,-25.778701562500004,0.029518567501001968,0.02857142857142857,76.56011562500001,50.781414062500005
DMR_189,NW_024059442.1,16221,16320,99,3,hypo_siscowet,-21.98873333333333,0.02857142857142857,0.02857142857142857,88.29624166666666,66.30750833333333
DMR_190,NW_024059513.1,23672,24039,367,7,hypo_siscowet,-36.14490357142858,0.028571428571428574,0.02857142857142857,67.425025,31.280121428571427
DMR_191,NW_024059519.1,23602,23818,216,3,hypo_siscowet,-23.36953083333333,0.03585885830354638,0.028429535998796527,37.511491666666664,14.141960833333334
DMR_192,NW_024059542.1,8361,8702,341,8,hypo_siscowet,-22.2054625,0.02857142857142857,0.02857142857142857,46.376953125,24.171490625
DMR_193,NW_024059542.1,8980,9781,801,20,hypo_siscowet,-25.028396249999997,0.029287658734141735,0.02857142857142857,56.991463749999994,31.96306750000001
DMR_194,NW_024059542.1,10101,10822,721,12,hypo_siscowet,-27.88961041666667,0.028709698507913748,0.02857142857142857,61.2994625,33.40985208333333
DMR_195,NW_024059542.1,11667,11781,114,4,hypo_siscowet,-32.53960625,0.02857142857142857,0.02857142857142857,71.52901875,38.9894125
DMR_196,NW_024059568.1,6979,7053,74,8,hypo_siscowet,-21.80300625,0.02857142857142857,0.02857142857142857,53.665190625,31.862184375000002
DMR_197,NW_024059568.1,7977,8206,229,6,hypo_siscowet,-18.425204166666663,0.02857142857142857,0.02857142857142857,55.366458333333334,36.94125416666667
DMR_198,NW_024059568.1,8552,13487,4935,106,hypo_siscowet,-25.100115589622643,0.028571428571428574,0.02857142857142857,52.66297570754717,27.56286011792453
DMR_199,NW_024059570.1,4199,4331,132,3,hypo_siscowet,-26.225692499999997,0.04974599072150299,0.04974599072150299,46.6742925,20.4486
DMR_200,NW_024059636.1,12137,12930,793,41,hypo_siscowet,-22.18124896341463,0.028571428571428567,0.02857142857142857,81.53440182926829,59.35315286585366
DMR_201,NW_024059636.1,13220,17971,4751,98,hypo_siscowet,-25.356009685374147,0.028795961038459033,0.02857142857142857,47.04516267006802,21.689152984693877
DMR_202,NW_024059641.1,123292,123828,536,6,hypo_siscowet,-32.94606263888889,0.032377062136078,0.02857142857142857,60.220218055555556,27.27415541666667
DMR_203,NW_024059641.1,136581,136796,215,4,hypo_siscowet,-25.281480625,0.0321525793849944,0.02857142857142857,46.306656249999996,21.025175625000003
DMR_204,NW_024059702.1,4789,5138,349,7,hypo_siscowet,-21.301519642857148,0.028571428571428574,0.02857142857142857,37.62251785714285,16.320998214285716
DMR_205,NW_024059740.1,4102,4988,886,16,hypo_siscowet,-27.708510625,0.029414865048638085,0.02857142857142857,64.99090312499999,37.2823925
DMR_206,NW_024059740.1,5348,5782,434,12,hypo_siscowet,-23.276023958333337,0.02864056353967116,0.02857142857142857,44.17735000000001,20.901326041666668
DMR_207,NW_024059740.1,22673,22995,322,5,hypo_siscowet,-23.036719999999995,0.03280634100144346,0.02857142857142857,55.01709999999999,31.980380000000004
DMR_208,NW_024059740.1,25771,25845,74,7,hypo_siscowet,-25.285057142857138,0.028571428571428574,0.02857142857142857,55.496764285714285,30.21170714285714
DMR_209,NW_024059745.1,24215,24575,360,5,hypo_siscowet,-20.631504999999997,0.028903276418993002,0.02857142857142857,51.89236,31.260855
DMR_210,NW_024059745.1,26290,27328,1038,13,hypo_siscowet,-22.065416025641028,0.03345786599067651,0.02857142857142857,51.07175448717949,29.006338461538466
DMR_211,NW_024059814.1,21743,21771,28,4,hypo_siscowet,-20.690743125000004,0.02857142857142857,0.02857142857142857,47.440762500000005,26.750019374999994
DMR_212,NW_024059827.1,3834,3908,74,8,hypo_siscowet,-20.494118125,0.02857142857142857,0.02857142857142857,51.4982875,31.004169375000004
DMR_213,NW_024059827.1,5426,8765,3339,92,hypo_siscowet,-21.517004076086955,0.02858044617598195,0.02857142857142857,49.24114592391303,27.724141847826093
DMR_214,NW_024059827.1,26857,27171,314,5,hypo_siscowet,-30.533155,0.028737352495210783,0.02857142857142857,70.028905,39.49575
DMR_215,NW_024059863.1,78024,78228,204,6,hypo_siscowet,-49.2877525,0.028709698507913748,0.02857142857142857,57.515037500000005,8.227285
DMR_216,NW_024059896.1,296205,296266,61,3,hypo_siscowet,-20.40255833333333,0.04974599072150299,0.04974599072150299,47.34003333333333,26.937475000000003
DMR_217,NW_024059900.1,21042,22372,1330,32,hypo_siscowet,-30.556278125000002,0.028623279797610514,0.02857142857142857,59.419583593750005,28.86330546875
DMR_218,NW_024059900.1,23284,25019,1735,35,hypo_siscowet,-25.8486065,0.029223822896797046,0.02857142857142857,49.74284500000001,23.894238500000004
DMR_219,NW_024059900.1,25383,25511,128,8,hypo_siscowet,-20.370433125,0.028675131023792454,0.02857142857142857,48.575871875,28.20543875
DMR_220,NW_024059900.1,27643,27660,17,4,hypo_siscowet,-18.596537499999997,0.028778833476156337,0.02857142857142857,84.2469625,65.65042500000001
DMR_221,NW_024059907.1,14850,14906,56,3,hypo_siscowet,-17.781724999999998,0.03306975644987932,0.02857142857142857,85.133025,67.3513
DMR_222,NW_024059907.1,24317,24979,662,7,hypo_siscowet,-18.347416428571425,0.02868994565984444,0.02857142857142857,41.41328571428572,23.065869285714285
DMR_223,NW_024059907.1,25449,26579,1130,23,hypo_siscowet,-22.997252173913047,0.029194237408570457,0.02857142857142857,52.928514130434785,29.931261956521734
DMR_224,NW_024059912.1,2749,3184,435,10,hypo_siscowet,-24.33550175,0.030003888896854902,0.02857142857142857,53.130489999999995,28.79498825
DMR_225,NW_024059912.1,3444,3629,185,3,hypo_siscowet,-23.01361583333333,0.02857142857142857,0.02857142857142857,62.4574,39.44378416666667
DMR_226,NW_024059927.1,6171,6455,284,6,hypo_siscowet,-18.331758333333333,0.030820592510653947,0.02857142857142857,66.64778333333334,48.316024999999996
DMR_227,NW_024059927.1,8112,8181,69,5,hypo_siscowet,-21.911595,0.02857142857142857,0.02857142857142857,62.22579499999999,40.31420000000001
DMR_228,NW_024059973.1,10191,10476,285,3,hypo_siscowet,-21.493283333333334,0.028847968444398926,0.02857142857142857,70.82336666666667,49.330083333333334
DMR_229,NW_024059973.1,11237,11359,122,3,hypo_siscowet,-22.50463333333333,0.02857142857142857,0.02857142857142857,74.38003333333334,51.875400000000006
DMR_230,NW_024060001.1,4637,5128,491,9,hypo_siscowet,-17.613658333333337,0.028571428571428567,0.02857142857142857,40.50782777777777,22.894169444444444
DMR_231,NW_024060001.1,5406,6407,1001,14,hypo_siscowet,-18.58438107142857,0.028571428571428574,0.02857142857142857,43.35096071428571,24.76657964285715
DMR_232,NW_024060008.1,598095,599301,1206,26,hypo_siscowet,-22.37698971153846,0.028478986682366498,0.026518721959430728,30.44890875,8.071919038461537
DMR_233,NW_024060070.1,21504,25732,4228,94,hypo_siscowet,-32.029192367021274,0.028714992227123804,0.02857142857142857,58.3291454787234,26.299953111702123
DMR_234,NW_024060071.1,1403,1562,159,4,hypo_siscowet,-25.588101249999998,0.02857142857142857,0.02857142857142857,44.13194374999999,18.5438425
DMR_235,NW_024060071.1,2032,2944,912,17,hypo_siscowet,-25.31439441176471,0.02857142857142857,0.02857142857142857,45.57858235294117,20.26418794117647
DMR_236,NW_024060071.1,3263,3423,160,4,hypo_siscowet,-25.5593375,0.02857142857142857,0.02857142857142857,49.76263125,24.20329375
DMR_237,NW_024060071.1,4083,4197,114,3,hypo_siscowet,-18.6239925,0.02857142857142857,0.02857142857142857,29.01354166666667,10.389549166666667
DMR_238,NW_024060071.1,4889,5090,201,3,hypo_siscowet,-25.254380833333332,0.02857142857142857,0.02857142857142857,41.588741666666664,16.33436083333333
DMR_239,NW_024060071.1,5416,5580,164,5,hypo_siscowet,-25.599084999999995,0.02857142857142857,0.02857142857142857,46.938480000000006,21.339394999999996
DMR_240,NW_024060071.1,7559,8004,445,15,hypo_siscowet,-21.033398333333334,0.028626736546022647,0.02857142857142857,72.06661333333334,51.033215000000006
DMR_241,NW_024060093.1,19307,19738,431,9,hypo_siscowet,-19.575000000000003,0.028663608529085356,0.02857142857142857,94.23223888888889,74.65723888888891
DMR_242,NW_024060233.1,7533,7592,59,5,hypo_siscowet,-20.696389999999997,0.02857142857142857,0.02857142857142857,50.128285000000005,29.431894999999997
DMR_243,NW_024060266.1,3196,3440,244,4,hypo_siscowet,-18.606312499999998,0.02857142857142857,0.02857142857142857,66.89565625,48.28934375
DMR_244,NW_024060266.1,4360,6371,2011,33,hypo_siscowet,-17.78302803030303,0.02857142857142857,0.02857142857142857,42.805049242424246,25.022021212121214
DMR_245,NW_024060266.1,9239,9687,448,12,hypo_siscowet,-22.065737916666663,0.028640563539671163,0.02857142857142857,75.6960625,53.63032458333333
DMR_246,NW_024060346.1,5150,5516,366,6,hypo_siscowet,-22.651525000000003,0.02857142857142857,0.02857142857142857,44.091208333333334,21.439683333333335
DMR_247,NW_024060346.1,6855,6983,128,5,hypo_siscowet,-21.434257,0.02857142857142857,0.02857142857142857,42.05621,20.621952999999998
DMR_248,NW_024060346.1,9310,9824,514,9,hypo_siscowet,-21.982878333333332,0.030070871197578824,0.02857142857142857,47.369952777777776,25.387074444444444
DMR_249,NW_024060346.1,10182,10812,630,9,hypo_siscowet,-21.833751666666668,0.028571428571428567,0.02857142857142857,45.11685277777778,23.28310111111111
DMR_250,NW_024060346.1,12142,12384,242,9,hypo_siscowet,-19.059897222222222,0.028571428571428567,0.02857142857142857,63.63388055555556,44.57398333333333
DMR_251,NW_024060355.1,2479,2510,31,4,hypo_siscowet,-21.674603750000003,0.02857142857142857,0.02857142857142857,40.34723125,18.672627499999997
DMR_252,NW_024060355.1,4051,6957,2906,73,hypo_siscowet,-21.373174760273976,0.028571428571428574,0.02857142857142857,44.6435743150685,23.270399554794523
DMR_253,NW_024060355.1,7209,7713,504,10,hypo_siscowet,-16.631634999999996,0.02857142857142857,0.02857142857142857,39.823879999999996,23.192244999999996
DMR_254,NW_024060355.1,8341,8487,146,5,hypo_siscowet,-19.116989999999998,0.02857142857142857,0.02857142857142857,68.495345,49.378355
DMR_255,NW_024060408.1,182130,182630,500,14,hypo_siscowet,-25.06804755952381,0.04192729629755528,0.03191120476963876,26.803089523809525,1.7350419642857144
DMR_256,NW_024060452.1,394875,395076,201,7,hypo_siscowet,-56.05964166666667,0.0441879366259137,0.041586341232186144,99.68253809523809,43.62289642857142
DMR_257,NW_024060549.1,20502,20769,267,13,hypo_siscowet,-21.738360769230773,0.029800954916973606,0.02857142857142857,65.65473461538463,43.91637384615386
DMR_258,NW_024060549.1,21022,21279,257,4,hypo_siscowet,-26.6583125,0.02877883347615634,0.02857142857142857,61.441175,34.78286250000001
DMR_259,NW_024060676.1,18573,19107,534,10,hypo_siscowet,-27.101555,0.02857142857142857,0.02857142857142857,54.12150750000001,27.0199525
DMR_260,NW_024060676.1,19472,21674,2202,41,hypo_siscowet,-33.80537195121951,0.029148585181350703,0.02857142857142857,57.146081707317066,23.34070975609756
DMR_261,NW_024060731.1,16717,18047,1330,29,hypo_siscowet,-24.20990775862069,0.028571428571428574,0.02857142857142857,45.622266379310354,21.412358620689655
DMR_262,NW_024060761.1,15386,15618,232,6,hypo_siscowet,-21.910716666666662,0.028709698507913748,0.02857142857142857,53.79475,31.88403333333333
DMR_263,NW_024061101.1,191507,191554,47,7,hypo_siscowet,-18.28364285714286,0.028571428571428574,0.02857142857142857,92.43496071428571,74.15131785714287
DMR_264,NW_024061101.1,194291,194358,67,3,hypo_siscowet,-21.288225,0.028847968444398926,0.02857142857142857,88.75479166666666,67.46656666666668
DMR_265,NW_024061118.1,59550,59653,103,5,hypo_siscowet,-28.210783999999997,0.028737352495210783,0.02857142857142857,45.889199999999995,17.678416000000002
DMR_266,NW_024061118.1,60128,60369,241,6,hypo_siscowet,-29.731499027777783,0.032377062136078,0.02857142857142857,44.940444444444445,15.208945416666667
DMR_267,NW_024061127.1,69354,69509,155,4,hypo_siscowet,-23.328924375,0.02857142857142857,0.02857142857142857,40.2027,16.873775625
DMR_268,NW_024061198.1,534803,535037,234,3,hypo_siscowet,-21.09786944444444,0.040914561265794666,0.029401048190339642,53.29918333333333,32.2013138888889
DMR_269,NW_024061198.1,551644,551724,80,4,hyper_siscowet,20.00893875,0.03866372214175569,0.029401048190339642,1.5929912499999999,21.60193
DMR_270,NW_024061222.1,130141,130505,364,10,hypo_siscowet,-22.423456499999997,0.030688884786436017,0.02857142857142857,56.800935,34.377478499999995
DMR_271,NW_024061248.1,161990,162206,216,5,hypo_siscowet,-17.336684999999996,0.02857142857142857,0.02857142857142857,59.764575,42.42789
DMR_272,NW_024061264.1,125117,125310,193,4,hypo_siscowet,-21.681629374999996,0.02857142857142857,0.02857142857142857,63.177187499999995,41.495558125
DMR_273,NW_024061264.1,125596,125748,152,4,hypo_siscowet,-22.68858375,0.02857142857142857,0.02857142857142857,37.155156250000005,14.466572500000002
DMR_274,NW_024061264.1,486679,486989,310,9,hypo_siscowet,-36.22973944444445,0.028663608529085356,0.02857142857142857,58.84379722222223,22.614057777777777
DMR_275,NW_024061264.1,531456,531534,78,3,hypo_siscowet,-23.18305833333333,0.028847968444398926,0.02857142857142857,66.13908333333333,42.956025000000004
DMR_276,NW_024061297.1,40611,40797,186,5,hypo_siscowet,-22.039709,0.04974599072150299,0.04974599072150299,26.269299999999998,4.229591000000001
DMR_277,NW_024061297.1,130806,131115,309,3,hypo_siscowet,-18.38414638888889,0.040127943833237464,0.02857142857142857,29.194122222222223,10.809975833333333
DMR_278,NW_024061297.1,470741,470867,126,3,hypo_siscowet,-30.241730555555566,0.03385637388243652,0.02857142857142857,65.73365000000001,35.49191944444444
DMR_279,NW_024061297.1,471377,471803,426,4,hypo_siscowet,-34.034612499999994,0.028778833476156337,0.02857142857142857,76.96841875,42.93380625
DMR_280,NW_024061301.1,106321,106404,83,4,hypo_siscowet,-24.723868750000005,0.02857142857142857,0.02857142857142857,69.84646875,45.12259999999999
DMR_281,NW_024061301.1,117034,117350,316,4,hypo_siscowet,-20.91581875,0.02857142857142857,0.02857142857142857,56.016568750000005,35.10075
DMR_282,NW_024061304.1,3660,4021,361,11,hyper_siscowet,27.79355681818182,0.028646848536784123,0.02857142857142857,37.28746363636364,65.08102045454545
DMR_283,NW_024061316.1,32724,32777,53,3,hypo_siscowet,-17.143433333333334,0.02857142857142857,0.02857142857142857,27.520725,10.377291666666666
DMR_284,NW_024061316.1,34513,34596,83,3,hypo_siscowet,-29.62109083333333,0.03306975644987932,0.02857142857142857,53.61450833333333,23.993417500000003
DMR_285,NW_024061319.1,8327,8398,71,3,hypo_siscowet,-19.09639166666667,0.02857142857142857,0.02857142857142857,59.60751666666667,40.511125
DMR_286,NW_024061370.1,7787,7815,28,3,hypo_siscowet,-20.34345833333333,0.02857142857142857,0.02857142857142857,34.105441666666664,13.761983333333333
DMR_287,NW_024061370.1,8540,8654,114,4,hypo_siscowet,-17.889811875,0.02857142857142857,0.02857142857142857,35.3553,17.465488125
DMR_288,NW_024061370.1,8925,9170,245,3,hypo_siscowet,-17.476031666666668,0.03306975644987933,0.02857142857142857,34.76140833333333,17.285376666666668
DMR_289,NW_024061370.1,11356,11515,159,5,hypo_siscowet,-22.7422095,0.02857142857142857,0.02857142857142857,37.62128,14.879070500000001
DMR_290,NW_024061370.1,12393,12715,322,5,hypo_siscowet,-21.411541500000002,0.02857142857142857,0.02857142857142857,40.114250000000006,18.7027085
DMR_291,NW_024061370.1,14131,14371,240,6,hypo_siscowet,-31.94401666666667,0.02857142857142857,0.02857142857142857,57.68835000000001,25.744333333333334
DMR_292,NW_024061372.1,53606,53802,196,3,hypo_siscowet,-40.014224999999996,0.02857142857142857,0.02857142857142857,79.00300833333334,38.98878333333334
DMR_293,NW_024061431.1,177470,177648,178,3,hypo_siscowet,-24.892283333333335,0.02857142857142857,0.02857142857142857,72.54693333333333,47.654650000000004
DMR_294,NW_024061431.1,177921,178438,517,10,hypo_siscowet,-32.90000174999999,0.028737352495210783,0.02857142857142857,59.383062499999994,26.483060750000003
DMR_295,NW_024061475.1,154758,154787,29,3,hypo_siscowet,-22.749691666666667,0.03580635147493963,0.03191120476963876,23.058333333333334,0.30864166666666665
DMR_296,NW_024061514.1,102419,102634,215,11,hypo_siscowet,-20.321409090909096,0.028237859391495812,0.026518721959430728,96.37443181818183,76.05302272727273
DMR_297,NW_024061514.1,102972,103656,684,10,hypo_siscowet,-19.707840000000004,0.029798618235655123,0.026518721959430728,91.491545,71.78370500000001
DMR_298,NW_024061529.1,52664,53153,489,8,hypo_siscowet,-21.467618125,0.027224347066161753,0.021070570134378658,40.8709603125,19.4033421875
DMR_299,NW_024061530.1,994542,994686,144,6,hyper_siscowet,17.22753333333333,0.028709698507913748,0.02857142857142857,75.64496666666666,92.87249999999999
DMR_300,NW_024061621.1,28126,28611,485,4,hypo_siscowet,-21.589206666666666,0.049229018825132705,0.04767810313602185,31.423366666666666,9.834159999999999
DMR_301,NW_024061636.1,71462,71617,155,3,hypo_siscowet,-17.787816666666668,0.042926543667756285,0.041586341232186144,100.0,82.21218333333333
DMR_302,NW_024061675.1,167274,167582,308,7,hypo_siscowet,-27.26727392857143,0.02916401401350791,0.02857142857142857,32.21353214285714,4.946258214285714
